104	115	73	29	25	81	66	18	19	41	49	26
105	116	41	66	58	50	100	33	49	25	89	45
110	118	94	49	99	54	4	97	84	66	29	64
112	122	26	98	85	88	43	81	15	33	60	71
115	123	54	75	29	73	49	23	74	11	3	100
117	124	96	57	69	67	59	100	70	54	16	94
122	125	27	30	36	18	9	7	4	17	84	10
126	126	26	26	99	56	67	43	49	89	20	96
129	131	93	89	9	96	6	41	98	67	83	17
131	132	7	45	26	60	56	41	12	85	34	98
132	133	30	82	82	81	72	12	75	77	68	60
133	134	60	10	9	99	49	43	64	81	6	25
135	135	21	86	54	89	62	62	60	64	74	8
137	138	64	3	81	22	22	99	50	72	50	31
139	140	80	90	74	4	65	22	57	69	95	82
140	143	51	90	15	46	39	36	43	33	29	8
141	144	66	53	44	2	11	27	8	54	38	36
142	145	80	13	36	48	38	30	30	88	12	14
143	149	24	18	48	96	27	19	57	6	97	16
146	152	61	71	59	25	25	3	64	51	44	7
147	155	12	84	15	39	63	45	94	44	9	71
148	157	52	4	91	44	53	25	98	91	72	9
149	158	84	76	65	84	42	87	10	64	51	62
154	161	93	96	17	83	22	53	67	99	33	18
156	164	50	35	57	46	86	92	61	59	76	66
157	165	28	64	94	39	87	98	48	85	84	50
158	166	66	35	79	93	29	59	36	47	26	29
159	167	92	22	69	75	62	12	48	55	54	84
162	170	51	79	47	74	78	93	68	18	44	82
163	171	98	73	27	95	96	60	96	64	16	94
164	172	20	28	57	52	92	89	9	97	61	1
165	174	12	59	25	80	39	43	80	54	94	65
167	177	30	43	32	46	17	61	60	48	11	1
168	178	40	10	92	85	80	8	92	80	90	11
169	180	43	3	89	40	12	93	11	10	56	11
172	181	32	50	80	74	16	65	30	89	43	37
173	182	70	28	93	98	36	11	6	1	16	24
174	185	10	34	18	53	85	71	51	52	25	35
176	187	41	29	52	43	59	40	77	68	45	25
178	188	30	18	63	21	59	9	29	57	54	39
180	193	31	40	92	33	93	22	23	48	36	43
181	195	11	70	67	12	58	25	34	33	78	65
182	196	60	21	39	38	1	23	46	61	89	79
183	198	29	67	75	33	81	71	74	92	74	27
184	199	16	45	82	35	61	76	51	69	41	85
185	201	1	44	61	82	48	55	39	95	61	75
186	202	29	18	9	54	27	56	91	10	65	83
189	204	56	20	93	53	26	64	97	52	13	19
191	207	88	62	6	78	49	99	63	12	50	7
192	209	5	27	53	13	23	64	14	55	32	62
193	212	91	56	12	63	5	61	62	69	58	71
196	217	14	95	39	35	17	91	39	15	95	12
197	219	84	72	82	34	26	58	100	78	43	10
200	221	81	68	25	58	20	34	29	40	4	60
201	223	92	96	89	87	61	96	71	90	93	82
202	225	14	78	72	20	83	44	54	31	93	82
207	227	51	61	38	68	82	61	20	7	36	9
208	230	41	95	25	91	81	73	69	22	26	74
210	232	18	6	26	20	71	68	6	9	79	91
211	233	58	27	77	30	86	22	19	96	52	46
212	234	61	99	5	50	79	9	5	2	57	8
215	235	22	78	69	89	21	28	89	12	69	25
216	236	52	48	63	51	100	87	84	2	10	74
217	237	99	69	75	28	10	56	12	22	88	5
218	238	49	42	98	54	66	47	42	2	95	43
219	239	70	39	39	58	22	44	13	65	10	55
220	241	42	22	27	42	25	78	58	52	85	96
222	244	4	39	88	2	34	66	95	25	91	21
226	245	30	3	81	71	20	66	26	20	2	12
228	249	81	48	47	51	51	17	99	10	53	65
229	250	35	34	10	39	96	44	35	37	66	11
230	251	9	98	57	7	40	51	21	1	39	99
231	252	52	56	19	36	59	38	67	61	65	25
232	253	37	85	54	24	61	49	98	48	77	61
234	257	74	41	36	21	72	35	63	31	58	82
238	261	53	47	32	82	41	78	7	75	64	84
239	262	81	83	73	40	86	39	38	84	28	49
242	263	82	100	52	6	93	72	17	27	84	77
247	269	19	53	80	38	76	49	24	52	43	92
248	270	13	93	21	78	29	73	6	45	64	91
253	271	83	74	68	17	80	94	91	35	84	22
255	272	64	57	6	92	15	52	80	84	28	55
257	276	2	97	81	32	51	91	38	99	41	79
258	277	90	83	68	33	62	22	84	63	56	20
261	280	52	96	95	21	71	88	76	19	45	75
262	281	55	65	10	77	39	9	63	13	10	48
266	283	61	38	91	7	73	47	40	58	75	59
270	285	77	48	51	96	89	3	36	33	4	27
271	286	86	92	62	16	6	81	9	27	43	9
274	287	39	2	32	29	14	18	35	56	4	30
275	288	9	16	8	69	87	17	55	19	98	92
277	291	74	48	86	15	43	19	47	68	53	48
278	292	34	55	15	52	42	70	65	6	91	27
280	293	84	6	38	73	96	22	52	4	39	77
281	294	38	66	63	93	76	30	82	29	89	78
282	295	83	89	100	74	99	77	10	8	26	3
283	297	18	11	52	75	24	51	47	91	91	88
285	299	13	44	100	41	10	91	59	85	90	80
291	306	88	29	23	24	39	6	19	40	40	33
292	307	5	99	40	53	51	44	62	17	63	67
293	308	69	61	70	22	58	58	6	44	57	30
303	313	74	26	7	85	98	57	58	42	90	93
304	314	44	14	75	67	50	83	85	73	22	29
305	315	38	55	43	82	41	13	50	41	1	17
306	316	98	83	82	80	100	31	44	96	89	75
307	319	40	84	38	47	27	1	15	92	24	48
308	321	45	84	32	31	67	96	3	96	25	66
313	324	16	21	99	69	97	77	76	35	65	97
314	325	33	55	72	99	68	76	80	30	31	32
317	328	32	88	42	77	30	14	30	89	83	8
323	331	90	13	10	83	54	35	12	22	89	80
326	332	25	86	74	71	1	16	38	14	95	37
327	334	32	90	64	60	89	50	83	53	40	59
333	337	41	22	8	76	41	81	85	91	81	19
335	338	71	8	13	50	31	64	67	41	16	8
336	339	15	48	99	87	96	69	97	22	63	16
337	340	88	84	50	7	47	64	95	8	70	83
339	341	9	47	3	97	29	73	12	94	9	31
340	342	47	42	6	10	9	86	65	61	54	39
341	343	4	51	15	55	59	63	49	38	89	66
343	344	76	13	90	41	16	19	7	67	27	82
344	346	71	14	47	11	8	58	90	80	24	77
346	347	22	88	57	73	59	17	50	34	84	38
347	349	68	61	50	62	29	91	78	70	50	19
348	350	56	27	7	79	37	8	7	21	16	65
351	353	86	87	90	57	73	34	27	96	24	1
353	355	56	6	29	82	86	59	66	72	66	29
354	357	91	46	27	58	35	48	14	17	57	64
357	361	42	73	60	95	97	81	64	45	30	60
358	362	36	34	48	88	96	54	39	64	63	33
363	363	49	41	37	51	21	23	77	93	72	99
367	368	26	53	66	79	77	71	66	53	29	13
368	369	93	90	94	48	62	15	39	63	42	74
369	371	47	78	63	83	92	66	31	69	37	16
370	372	26	7	29	33	61	64	35	93	79	44
371	373	44	28	21	98	71	23	92	16	14	84
372	374	71	38	44	28	75	19	46	41	91	36
373	375	41	87	3	8	39	17	45	32	29	8
376	376	19	42	88	76	26	15	46	70	50	56
377	377	86	24	62	84	4	21	95	90	79	28
378	378	59	60	21	93	48	96	22	50	68	14
379	379	38	48	52	33	65	2	89	81	15	70
380	380	23	90	6	81	28	96	2	33	70	49
381	382	22	94	87	54	52	3	35	55	13	19
382	384	53	82	45	47	25	98	77	39	95	11
383	385	44	71	55	83	30	30	35	90	89	21
387	393	75	75	57	96	66	53	62	68	52	14
388	394	8	90	69	8	90	87	46	83	68	33
391	395	85	7	38	71	87	90	2	12	98	96
392	396	68	34	8	24	21	19	60	28	13	54
393	397	14	1	46	40	40	67	61	77	76	25
394	398	86	83	5	27	89	95	65	22	83	44
396	399	20	51	74	84	26	98	35	4	79	67
398	400	61	37	4	100	97	11	50	44	20	55
399	401	55	23	96	65	62	18	71	94	43	61
403	405	17	54	75	71	17	75	89	27	2	87
406	409	1	29	94	94	83	5	6	57	33	39
407	411	78	7	52	69	66	8	10	36	14	75
408	412	77	9	25	57	55	49	65	3	46	16
409	413	43	7	26	39	26	85	77	51	58	6
413	415	6	41	76	64	5	100	99	83	80	34
416	417	59	13	100	37	24	1	13	26	42	82
419	419	18	45	36	41	37	55	37	5	54	38
420	421	73	90	76	37	64	87	68	25	93	98
421	423	54	36	12	47	99	91	38	67	90	61
423	425	26	13	60	51	21	85	87	33	55	34
424	429	92	57	44	92	76	88	30	66	91	93
425	430	76	88	74	21	89	75	14	2	6	90
427	432	89	35	27	34	48	12	68	72	81	86
428	433	7	5	10	58	16	51	21	40	34	26
432	437	19	15	46	49	82	17	87	4	23	29
438	442	74	8	65	27	48	84	76	41	83	78
439	445	70	75	14	58	12	93	42	72	35	71
440	447	78	46	46	88	88	17	1	93	17	50
442	450	51	67	66	7	64	89	15	99	3	97
444	451	43	70	83	45	10	39	28	99	96	48
445	452	62	58	31	9	91	39	88	90	69	100
447	453	86	63	41	57	4	28	61	87	87	50
453	457	68	88	89	54	4	87	33	81	94	51
454	458	53	67	71	77	99	75	29	56	69	77
456	460	30	88	25	24	69	45	44	42	92	39
457	461	71	47	76	59	38	71	91	13	26	46
460	462	39	15	30	46	51	95	93	66	89	14
461	463	57	7	28	87	77	18	51	87	93	76
464	464	89	72	1	67	5	25	63	28	31	57
468	467	85	31	38	36	73	65	72	85	8	65
470	468	90	68	44	35	71	81	3	8	77	80
472	469	94	66	31	26	46	86	58	38	9	23
473	470	82	54	30	96	59	40	5	27	73	86
475	471	1	72	25	30	34	12	43	16	45	91
476	473	1	51	94	16	18	9	47	64	66	30
478	474	9	49	87	37	40	37	3	32	17	73
482	478	27	50	40	75	92	83	7	96	54	34
484	480	3	94	48	71	23	22	93	50	64	28
485	481	43	39	57	71	37	80	54	74	2	18
487	482	35	12	49	1	33	66	37	2	48	67
488	483	55	25	27	38	9	3	37	61	89	54
489	485	93	69	99	91	52	79	16	58	12	83
490	489	30	84	19	32	84	93	15	81	45	27
493	490	34	98	87	60	91	50	36	66	66	18
494	492	86	22	4	30	73	84	34	88	30	44
498	498	35	77	34	13	39	14	79	91	96	48
499	499	14	59	75	39	30	76	49	16	70	79
504	501	51	41	65	82	70	93	47	20	21	14
505	502	86	52	17	99	89	84	14	80	56	6
509	505	39	50	96	87	93	26	89	7	88	63
510	506	70	66	55	9	9	22	68	39	56	3
511	508	63	75	26	34	49	53	84	30	76	14
513	510	46	31	58	24	13	40	66	74	90	70
514	511	48	9	92	32	26	48	99	11	85	52
517	517	95	83	90	99	89	100	98	80	14	55
518	518	9	39	49	55	20	61	26	79	19	81
519	519	28	78	45	75	13	95	63	54	16	80
526	526	45	18	32	85	55	50	73	26	3	51
527	527	59	11	6	17	32	44	50	8	1	28
528	529	88	91	76	91	39	78	85	63	60	12
529	532	47	88	14	11	80	75	20	3	61	89
532	533	44	100	36	75	84	45	13	7	92	98
533	535	75	87	40	73	69	6	1	13	74	95
535	537	47	4	89	72	42	9	16	46	31	64
536	538	87	55	3	14	65	80	54	68	50	10
538	540	47	100	85	45	22	66	52	86	26	8
539	545	50	52	29	51	62	4	39	50	74	19
542	547	49	88	26	54	68	56	32	5	12	4
545	548	23	8	49	86	61	72	1	32	75	73
547	551	9	99	73	68	35	12	82	65	81	15
549	553	7	93	21	81	37	22	64	79	75	64
551	556	89	57	22	54	18	82	45	29	34	79
556	557	24	44	98	96	80	14	25	50	59	57
